"ID","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","security_deposit","cleaning_fee","minimum_nights","calendar_updated","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","reviews_per_month"
30042,"2015-11-01","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook']","t","f","West 48th Street, New York, NY 10036, United States","Hell's Kitchen","Manhattan","New York","NY",10036,"New York","New York, NY",40.7626968508,-73.9915043552,"t","Apartment","Private room",1,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Lock on Bedroom Door"",Iron}",,,,7,"7 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
30043,"2013-11-09","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","Prince Street, New York, NY 10012, United States","Nolita","Manhattan","New York","NY",10012,"New York","New York, NY",40.7230386666,-73.9944241208,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,"$400.00","$110.00",1,"4 months ago",0,0,0,152,3,100,9,9,10,10,10,10,"f","strict","f","f",0.47
30044,"2015-11-13","a few days or more","43%","100%","f",1,"['phone', 'facebook']","t","f","Saint Johns Place, Brooklyn, NY 11238, United States","Prospect Heights","Brooklyn","Brooklyn","NY",11238,,"Brooklyn, NY",40.6742853758,-73.9657436889,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Suitable for Events"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,2,"3 weeks ago",0,16,42,307,0,,,,,,,,"t","flexible","f","f",
30045,"2015-02-21","within an hour","100%","83%","f",3,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","Saint Nicholas Avenue, New York, NY 10031, United States","Harlem","Manhattan","New York","NY",10031,"New York","New York, NY",40.8283007527,-73.9421735015,"f","Apartment","Private room",1,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,,,2,"2 weeks ago",27,51,75,331,1,100,10,10,10,10,8,8,"f","moderate","f","f",1
30046,"2015-02-02","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","West 50th Street, New York, NY 10019, United States","Hell's Kitchen","Manhattan","New York","NY",10019,"New York","New York, NY",40.7630139482,-73.9902343111,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo,Hangers,Iron}",,"$300.00","$150.00",1,"5 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
30047,"2011-01-11","within an hour","100%","100%","f",11,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","t","Saint Marks Avenue, Brooklyn, NY 11238, United States","Prospect Heights","Brooklyn","Brooklyn","NY",11238,"New York","Brooklyn, NY",40.6788679725,-73.9700610822,"t","Apartment","Private room",3,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$300.00","$25.00",1,"today",17,47,77,79,13,94,9,9,10,10,10,10,"t","strict","f","f",3.22
30048,"2015-06-14","within a few hours","91%","92%","f",2,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","East 61st Street, New York, NY 10065, United States","Upper East Side","Manhattan","New York","NY",10065,"New York","New York, NY",40.7623508971,-73.9620266874,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_50""}",,"$250.00","$50.00",3,"yesterday",8,30,60,335,21,90,10,9,10,10,9,9,"f","moderate","f","f",1.97
30049,"2012-02-21","within an hour","89%","86%","f",5,"['email', 'phone', 'reviews', 'jumio']","t","t","Rutland Rd, Brooklyn, NY 11225, United States","Prospect-Lefferts Gardens","Brooklyn","Brooklyn","NY",11225,"New York","Brooklyn, NY",40.6592305411,-73.9506605933,"t","House","Private room",1,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating}",,,,6,"a week ago",1,8,8,273,2,100,10,10,10,10,8,10,"f","flexible","t","t",0.05
30050,"2012-11-19","within a few hours","90%","67%","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","Knapp street, Brooklyn, NY 11235, United States","Sheepshead Bay","Brooklyn","Brooklyn","NY",11235,"New York","Brooklyn, NY",40.5868847581,-73.931037485,"f","Boat","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",""24-Hour Check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$20.00",2,"2 weeks ago",2,3,8,261,100,95,10,10,10,10,9,10,"f","strict","f","f",2.65
30051,"2015-09-07","within a day","90%","100%","f",1,"['email', 'phone', 'linkedin', 'reviews']","t","f","31st Street, Queens, NY 11106, United States","Astoria","Queens","Queens","NY",11106,"New York","Queens, NY",40.7608607651,-73.9260419079,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$400.00","$120.00",6,"4 weeks ago",1,9,9,9,2,100,10,10,10,10,10,10,"f","flexible","f","f",0.25
30052,"2015-02-05","within an hour","100%","100%","f",1,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","Bedford Avenue, Brooklyn, NY 11226, United States","Flatbush","Brooklyn","Brooklyn","NY",11226,"New York","Brooklyn, NY",40.642950924,-73.9527563776,"t","Apartment","Private room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,,,2,"4 days ago",0,0,0,213,7,94,10,10,10,10,8,10,"f","strict","f","f",0.48
30053,"2015-07-05","within an hour","100%","83%","f",1,"['email', 'phone', 'kba']","t","f","8th Avenue, New York, NY 10001, United States","Chelsea","Manhattan","New York","NY",10001,"New York","New York, NY",40.7505288775,-73.9968513076,"t","Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,,,2,"4 weeks ago",0,0,0,0,2,,,,,,,,"f","flexible","f","f",2
30054,"2011-06-17","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","Apt, Wadsworth Terrace, Manhattan, New York, NY 10040, United States","Washington Heights","Manhattan","Wadsworth Terrace, Manhattan, New York","NY",10040,"New York","Wadsworth Terrace, Manhattan, New York, NY",40.8588750806,-73.9288626327,"t","Apartment","Private room",3,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly""}",,,,4,"today",5,15,21,260,136,95,10,10,10,10,8,9,"f","strict","t","t",2.44
30055,"2013-08-11","within an hour","90%","100%","f",1,"['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","t","East 59th Street, New York, NY 10022, United States","Midtown","Manhattan","New York","NY",10022,"New York","New York, NY",40.7603260851,-73.9661330295,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,"$100.00","$60.00",2,"2 weeks ago",2,8,8,8,5,92,10,8,10,10,10,9,"t","moderate","f","f",1.1
30056,"2015-06-17","within an hour","100%","100%","f",1,"['phone', 'facebook', 'reviews']","t","f","15th Avenue, Brooklyn, NY 11219, United States","Borough Park","Brooklyn","Brooklyn","NY",11219,"New York","Brooklyn, NY",40.6353343762,-73.9831488308,"t","Apartment","Entire home/apt",5,2,2,3,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,"$200.00","$162.00",1,"8 months ago",30,60,90,365,1,100,10,10,10,10,6,10,"f","flexible","f","f",0.13
30057,"2014-04-17","within a day","60%","100%","f",1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","West 170th Street, New York, NY 10032, United States","Washington Heights","Manhattan","New York","NY",10032,"New York","New York, NY",40.8437555038,-73.9386121625,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$200.00","$20.00",3,"2 months ago",29,59,89,226,9,85,10,7,10,9,9,9,"f","strict","f","f",0.65
30058,"2015-05-11","within a day","75%","100%","f",1,"['phone', 'reviews']","t","f","West 68th Street, New York, NY 10023, United States","Upper West Side","Manhattan","New York","NY",10023,"New York","New York, NY",40.773439867,-73.9804269202,"f","Apartment","Entire home/apt",1,1,0,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,"$650.00","$60.00",9,"1 week ago",0,10,29,29,3,100,10,10,10,10,10,10,"f","strict","f","f",1.8
30059,"2012-07-20","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","West 184th Street, New York, NY 10033, United States","Washington Heights","Manhattan","New York","NY",10033,"New York","New York, NY",40.8494508799,-73.9315822147,"t","Apartment","Shared room",3,1,1,1,"Futon","{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",,,,1,"yesterday",11,32,56,328,172,84,9,7,9,9,8,9,"t","strict","f","f",5.22
30060,"2011-02-20","a few days or more","40%","100%","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","Avenue B, New York, NY 10009, United States","East Village","Manhattan","New York","NY",10009,"New York","New York, NY",40.7229621565,-73.9826495172,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$500.00","$119.00",5,"2 days ago",28,58,88,351,2,,,,,,,,"f","strict","f","f",1.67
30061,"2015-12-27","within a day","100%","100%","f",1,"['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Malcolm X Boulevard, New York, NY 10026, United States","Harlem","Manhattan","New York","NY",10026,"New York","New York, NY",40.8035094959,-73.9502855036,"t","Apartment","Entire home/apt",6,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,"$600.00","$100.00",28,"5 days ago",26,56,86,247,1,100,10,10,10,10,10,10,"f","strict","f","f",1
30062,"2011-12-02","within an hour","100%","94%","f",1,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","Decatur Street, Brooklyn, NY 11233, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11233,"New York","Brooklyn, NY",40.682544072,-73.9291282569,"t","Apartment","Entire home/apt",5,1,2,3,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$500.00","$85.00",2,"yesterday",6,11,33,308,29,95,10,10,10,10,9,9,"t","strict","t","t",1.39
30063,"2013-11-19","N/A","N/A","N/A","f",1,"['email', 'reviews']","t","f","Adam Clayton Powell Junior Boulevard, New York, NY 10026, United States","Harlem","Manhattan","New York","NY",10026,"New York","New York, NY",40.8051005131,-73.9506858448,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,,"$25.00",2,"9 months ago",0,0,0,0,1,40,6,2,8,8,10,4,"f","flexible","f","f",0.11
30064,"2009-12-28","within an hour","100%","99%","f",3,"['email', 'phone', 'reviews', 'jumio']","t","t","16th Street, Brooklyn, NY 11215, United States","South Slope","Brooklyn","Brooklyn","NY",11215,"New York","Brooklyn, NY",40.6644772169,-73.9869513052,"t","Apartment","Entire home/apt",8,1,3,4,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",1000,"$500.00","$125.00",2,"today",2,4,18,253,76,90,9,9,9,9,9,9,"f","strict","f","f",2.37
30065,"2013-09-26","within an hour","100%","100%","f",3,"['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","t","Willoughby Avenue, Brooklyn, NY 11206, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.69508202,-73.9436160065,"t","Apartment","Private room",3,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,"$95.00","$10.00",1,"yesterday",4,4,4,4,18,98,10,10,10,10,9,9,"t","strict","f","t",0.88
30066,"2014-11-11","within an hour","100%","83%","f",2,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","t","Clinton Street, Brooklyn, NY 11201, United States","Cobble Hill","Brooklyn","Brooklyn","NY",11201,"New York","Brooklyn, NY",40.6887395327,-73.9952475096,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$200.00","$25.00",2,"2 weeks ago",13,43,73,73,2,100,8,10,10,10,10,9,"f","moderate","f","f",0.92
30067,"2015-10-18","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","McKibbin Street, Brooklyn, NY 11206, United States","Williamsburg","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7066645211,-73.9378834833,"t","Apartment","Private room",2,2,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Iron}",,"$200.00","$5.00",3,"4 months ago",0,0,0,0,1,60,8,8,8,8,8,6,"f","strict","f","f",0.19
30068,"2012-08-12","within a few hours","100%","50%","f",1,"['email', 'phone', 'manual_online', 'facebook', 'reviews', 'manual_offline', 'kba']","t","t","East 12th Street, Brooklyn, NY 11235, United States","Sheepshead Bay","Brooklyn","Brooklyn","NY",11235,"New York","Brooklyn, NY",40.5832337776,-73.957529886,"t","Apartment","Private room",4,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$200.00",,4,"2 weeks ago",0,0,0,233,4,87,10,9,9,10,9,10,"f","moderate","f","f",0.12
30069,"2012-11-05","within an hour","100%","25%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","33rd Street, Queens, NY, United States","Astoria","Queens","Queens","NY",,"New York","Queens, NY",40.7645453758,-73.9204789402,"f","Apartment","Private room",1,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",Essentials}",,,"$50.00",8,"2 months ago",0,0,0,0,3,100,10,10,10,10,10,10,"f","moderate","f","f",0.38
30070,"2013-02-21","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","East 30th Street, New York, NY 10016, United States","Kips Bay","Manhattan","New York","NY",10016,"New York","New York, NY",40.7435618582,-73.9817644434,"t","Apartment","Entire home/apt",12,2.5,3,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",,,"$100.00",2,"today",7,23,34,243,70,91,9,9,9,9,10,9,"t","strict","f","f",1.8
30071,"2011-01-11","within a few hours","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Lafayette Ave, Brooklyn, NY 11217, United States","Fort Greene","Brooklyn","Brooklyn","NY",11217,"New York","Brooklyn, NY",40.6871084721,-73.9728333908,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",,"$500.00",,5,"3 weeks ago",0,0,0,0,7,94,9,8,10,9,9,9,"f","strict","t","t",0.15
